date,away_team,away_pts,home_team,home_pts,ot,attendees,arena,link
2021-11-17 07:30:00,Cleveland Cavaliers,99,Brooklyn Nets,109,0,16922,Barclays Center,/boxscores/202111170BRK.html
2021-11-17 07:30:00,New Orleans Pelicans,98,Miami Heat,113,0,19600,FTX Arena,/boxscores/202111170MIA.html
2021-11-17 07:30:00,Los Angeles Lakers,102,Milwaukee Bucks,109,0,17341,Fiserv Forum,/boxscores/202111170MIL.html
2021-11-17 07:30:00,Orlando Magic,104,New York Knicks,98,0,16680,Madison Square Garden (IV),/boxscores/202111170NYK.html
2021-11-17 08:00:00,Sacramento Kings,97,Minnesota Timberwolves,107,0,13108,Target Center,/boxscores/202111170MIN.html
2021-11-17 08:00:00,Houston Rockets,89,Oklahoma City Thunder,101,0,12066,Paycom Center,/boxscores/202111170OKC.html
2021-11-17 10:00:00,Dallas Mavericks,98,Phoenix Suns,105,0,14838,Phoenix Suns Arena,/boxscores/202111170PHO.html
2021-11-17 10:00:00,Chicago Bulls,107,Portland Trail Blazers,112,0,17492,Moda Center,/boxscores/202111170POR.html
2021-11-18 07:30:00,Golden State Warriors,104,Cleveland Cavaliers,89,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202111180CLE.html
2021-11-18 07:30:00,Washington Wizards,97,Miami Heat,112,0,19600,FTX Arena,/boxscores/202111180MIA.html
2021-11-18 08:00:00,Los Angeles Clippers,108,Memphis Grizzlies,120,0,13419,FedEx Forum,/boxscores/202111180MEM.html
2021-11-18 08:00:00,San Antonio Spurs,90,Minnesota Timberwolves,115,0,13572,Target Center,/boxscores/202111180MIN.html
2021-11-18 09:00:00,Philadelphia 76ers,103,Denver Nuggets,89,0,14547,Ball Arena,/boxscores/202111180DEN.html
2021-11-18 09:00:00,Toronto Raptors,103,Utah Jazz,119,0,18306,Vivint Smart Home Arena,/boxscores/202111180UTA.html
2021-11-19 07:00:00,Indiana Pacers,118,Charlotte Hornets,121,0,16787,Spectrum Center,/boxscores/202111190CHO.html
2021-11-19 07:00:00,Golden State Warriors,105,Detroit Pistons,102,0,20088,Little Caesars Arena,/boxscores/202111190DET.html
2021-11-19 07:30:00,Los Angeles Lakers,108,Boston Celtics,130,0,19156,TD Garden,/boxscores/202111190BOS.html
2021-11-19 07:30:00,Orlando Magic,113,Brooklyn Nets,115,0,16966,Barclays Center,/boxscores/202111190BRK.html
2021-11-19 08:00:00,Oklahoma City Thunder,89,Milwaukee Bucks,96,0,17341,Fiserv Forum,/boxscores/202111190MIL.html
2021-11-19 08:00:00,Los Angeles Clippers,81,New Orleans Pelicans,94,0,15274,Smoothie King Center,/boxscores/202111190NOP.html
2021-11-19 09:00:00,Chicago Bulls,114,Denver Nuggets,108,0,19520,Ball Arena,/boxscores/202111190DEN.html
2021-11-19 10:00:00,Dallas Mavericks,104,Phoenix Suns,112,0,17071,Phoenix Suns Arena,/boxscores/202111190PHO.html
2021-11-19 10:00:00,Toronto Raptors,108,Sacramento Kings,89,0,13159,Golden 1 Center,/boxscores/202111190SAC.html
2021-11-20 05:00:00,Houston Rockets,99,New York Knicks,106,0,19812,Madison Square Garden (IV),/boxscores/202111200NYK.html
2021-11-20 07:00:00,New Orleans Pelicans,94,Indiana Pacers,111,0,15081,Gainbridge Fieldhouse,/boxscores/202111200IND.html
2021-11-20 07:00:00,Miami Heat,100,Washington Wizards,103,0,20476,Capital One Arena,/boxscores/202111200WAS.html
2021-11-20 07:30:00,Charlotte Hornets,105,Atlanta Hawks,115,0,17320,State Farm Arena,/boxscores/202111200ATL.html
2021-11-20 07:30:00,Oklahoma City Thunder,105,Boston Celtics,111,0,19156,TD Garden,/boxscores/202111200BOS.html
2021-11-20 08:00:00,Orlando Magic,108,Milwaukee Bucks,117,0,17341,Fiserv Forum,/boxscores/202111200MIL.html
2021-11-20 08:00:00,Memphis Grizzlies,95,Minnesota Timberwolves,138,0,17136,Target Center,/boxscores/202111200MIN.html
2021-11-20 10:00:00,Philadelphia 76ers,111,Portland Trail Blazers,118,0,17027,Moda Center,/boxscores/202111200POR.html
2021-11-20 10:00:00,Utah Jazz,123,Sacramento Kings,105,0,13180,Golden 1 Center,/boxscores/202111200SAC.html
2021-11-21 03:30:00,Dallas Mavericks,91,Los Angeles Clippers,97,0,17149,Crypto.com Arena,/boxscores/202111210LAC.html
2021-11-21 06:00:00,Los Angeles Lakers,121,Detroit Pistons,116,0,15532,Little Caesars Arena,/boxscores/202111210DET.html
2021-11-21 08:00:00,New York Knicks,103,Chicago Bulls,109,0,21813,United Center,/boxscores/202111210CHI.html
2021-11-21 08:00:00,Denver Nuggets,97,Phoenix Suns,126,0,16072,Phoenix Suns Arena,/boxscores/202111210PHO.html
2021-11-21 08:30:00,Toronto Raptors,104,Golden State Warriors,119,0,18064,Chase Center,/boxscores/202111210GSW.html
2021-11-22 07:00:00,Brooklyn Nets,117,Cleveland Cavaliers,112,0,17387,Rocket Mortgage Fieldhouse,/boxscores/202111220CLE.html
2021-11-22 07:00:00,Charlotte Hornets,109,Washington Wizards,103,0,16575,Capital One Arena,/boxscores/202111220WAS.html
2021-11-22 07:30:00,Oklahoma City Thunder,101,Atlanta Hawks,113,0,15806,State Farm Arena,/boxscores/202111220ATL.html
2021-11-22 07:30:00,Houston Rockets,90,Boston Celtics,108,0,19156,TD Garden,/boxscores/202111220BOS.html
2021-11-22 08:00:00,Indiana Pacers,109,Chicago Bulls,77,0,21586,United Center,/boxscores/202111220CHI.html
2021-11-22 08:00:00,Orlando Magic,92,Milwaukee Bucks,123,0,17341,Fiserv Forum,/boxscores/202111220MIL.html
2021-11-22 08:00:00,Minnesota Timberwolves,110,New Orleans Pelicans,96,0,15689,Smoothie King Center,/boxscores/202111220NOP.html
2021-11-22 08:30:00,Phoenix Suns,115,San Antonio Spurs,111,0,14715,AT&T Center,/boxscores/202111220SAS.html
2021-11-22 09:00:00,Memphis Grizzlies,119,Utah Jazz,118,0,18306,Vivint Smart Home Arena,/boxscores/202111220UTA.html
2021-11-22 10:00:00,Philadelphia 76ers,102,Sacramento Kings,94,0,13948,Golden 1 Center,/boxscores/202111220SAC.html
2021-11-23 07:00:00,Miami Heat,100,Detroit Pistons,92,0,13123,Little Caesars Arena,/boxscores/202111230DET.html
2021-11-23 07:30:00,Los Angeles Lakers,100,New York Knicks,106,0,19812,Madison Square Garden (IV),/boxscores/202111230NYK.html
2021-11-23 10:00:00,Denver Nuggets,100,Portland Trail Blazers,119,0,17052,Moda Center,/boxscores/202111230POR.html
2021-11-23 10:30:00,Dallas Mavericks,112,Los Angeles Clippers,104,1,17067,Crypto.com Arena,/boxscores/202111230LAC.html
2021-11-24 07:00:00,Phoenix Suns,120,Cleveland Cavaliers,115,0,18055,Rocket Mortgage Fieldhouse,/boxscores/202111240CLE.html
2021-11-24 07:00:00,Los Angeles Lakers,124,Indiana Pacers,116,1,15572,Gainbridge Fieldhouse,/boxscores/202111240IND.html
2021-11-24 07:00:00,Charlotte Hornets,106,Orlando Magic,99,0,16114,Amway Center,/boxscores/202111240ORL.html
2021-11-24 07:30:00,Brooklyn Nets,123,Boston Celtics,104,0,19156,TD Garden,/boxscores/202111240BOS.html
2021-11-24 08:00:00,Chicago Bulls,113,Houston Rockets,118,0,16074,Toyota Center,/boxscores/202111240HOU.html
2021-11-24 08:00:00,Toronto Raptors,126,Memphis Grizzlies,113,0,15409,FedEx Forum,/boxscores/202111240MEM.html
2021-11-24 08:00:00,Detroit Pistons,93,Milwaukee Bucks,114,0,17341,Fiserv Forum,/boxscores/202111240MIL.html
2021-11-24 08:00:00,Miami Heat,101,Minnesota Timberwolves,113,0,17136,Target Center,/boxscores/202111240MIN.html
2021-11-24 08:00:00,Washington Wizards,102,New Orleans Pelicans,127,0,14659,Smoothie King Center,/boxscores/202111240NOP.html
2021-11-24 08:00:00,Utah Jazz,110,Oklahoma City Thunder,104,0,14081,Paycom Center,/boxscores/202111240OKC.html
2021-11-24 08:30:00,Atlanta Hawks,124,San Antonio Spurs,106,0,13161,AT&T Center,/boxscores/202111240SAS.html
2021-11-24 10:00:00,Philadelphia 76ers,96,Golden State Warriors,116,0,18064,Chase Center,/boxscores/202111240GSW.html
2021-11-24 10:00:00,Portland Trail Blazers,121,Sacramento Kings,125,0,14997,Golden 1 Center,/boxscores/202111240SAC.html
2021-11-26 03:30:00,Detroit Pistons,96,Los Angeles Clippers,107,0,18139,Crypto.com Arena,/boxscores/202111260LAC.html
2021-11-26 07:00:00,Minnesota Timberwolves,115,Charlotte Hornets,133,0,19314,Spectrum Center,/boxscores/202111260CHO.html
2021-11-26 07:00:00,Phoenix Suns,118,New York Knicks,97,0,19812,Madison Square Garden (IV),/boxscores/202111260NYK.html
2021-11-26 07:00:00,Chicago Bulls,123,Orlando Magic,88,0,18236,Amway Center,/boxscores/202111260ORL.html
2021-11-26 08:00:00,Toronto Raptors,97,Indiana Pacers,114,0,13508,Gainbridge Fieldhouse,/boxscores/202111260IND.html
2021-11-26 08:00:00,Atlanta Hawks,132,Memphis Grizzlies,100,0,16622,FedEx Forum,/boxscores/202111260MEM.html
2021-11-26 08:00:00,Washington Wizards,101,Oklahoma City Thunder,99,0,14579,Paycom Center,/boxscores/202111260OKC.html
2021-11-26 08:30:00,Boston Celtics,88,San Antonio Spurs,96,0,15360,AT&T Center,/boxscores/202111260SAS.html
2021-11-26 09:00:00,Milwaukee Bucks,120,Denver Nuggets,109,0,19520,Ball Arena,/boxscores/202111260DEN.html
2021-11-26 09:00:00,New Orleans Pelicans,98,Utah Jazz,97,0,18306,Vivint Smart Home Arena,/boxscores/202111260UTA.html
2021-11-26 10:00:00,Portland Trail Blazers,103,Golden State Warriors,118,0,18064,Chase Center,/boxscores/202111260GSW.html
2021-11-26 10:30:00,Sacramento Kings,141,Los Angeles Lakers,137,3,18997,Crypto.com Arena,/boxscores/202111260LAL.html
2021-11-27 06:00:00,Minnesota Timberwolves,121,Philadelphia 76ers,120,2,21011,Wells Fargo Center,/boxscores/202111270PHI.html
2021-11-27 07:30:00,New York Knicks,99,Atlanta Hawks,90,0,17287,State Farm Arena,/boxscores/202111270ATL.html
2021-11-27 07:30:00,Phoenix Suns,113,Brooklyn Nets,107,0,18071,Barclays Center,/boxscores/202111270BRK.html
2021-11-27 08:00:00,Miami Heat,107,Chicago Bulls,104,0,21110,United Center,/boxscores/202111270CHI.html
2021-11-27 08:00:00,Orlando Magic,92,Cleveland Cavaliers,105,0,18248,Rocket Mortgage Fieldhouse,/boxscores/202111270CLE.html
2021-11-27 08:00:00,Charlotte Hornets,143,Houston Rockets,146,1,14687,Toyota Center,/boxscores/202111270HOU.html
2021-11-27 08:30:00,Washington Wizards,120,Dallas Mavericks,114,0,20223,American Airlines Center,/boxscores/202111270DAL.html
2021-11-27 09:00:00,New Orleans Pelicans,105,Utah Jazz,127,0,18306,Vivint Smart Home Arena,/boxscores/202111270UTA.html
2021-11-28 03:30:00,Golden State Warriors,105,Los Angeles Clippers,90,0,19068,Crypto.com Arena,/boxscores/202111280LAC.html
2021-11-28 05:00:00,Milwaukee Bucks,118,Indiana Pacers,100,0,13130,Gainbridge Fieldhouse,/boxscores/202111280IND.html
2021-11-28 06:00:00,Sacramento Kings,101,Memphis Grizzlies,128,0,12844,FedEx Forum,/boxscores/202111280MEM.html
2021-11-28 06:00:00,Boston Celtics,109,Toronto Raptors,97,0,19800,Scotiabank Arena,/boxscores/202111280TOR.html
2021-11-28 09:30:00,Detroit Pistons,106,Los Angeles Lakers,110,0,18997,Crypto.com Arena,/boxscores/202111280LAL.html
2021-11-29 07:00:00,Orlando Magic,96,Philadelphia 76ers,101,0,20193,Wells Fargo Center,/boxscores/202111290PHI.html
2021-11-29 07:30:00,Denver Nuggets,120,Miami Heat,111,0,19600,FTX Arena,/boxscores/202111290MIA.html
2021-11-29 08:00:00,Charlotte Hornets,119,Chicago Bulls,133,0,21366,United Center,/boxscores/202111290CHI.html
2021-11-29 08:00:00,Oklahoma City Thunder,89,Houston Rockets,102,0,12829,Toyota Center,/boxscores/202111290HOU.html
2021-11-29 08:00:00,Indiana Pacers,98,Minnesota Timberwolves,100,0,14191,Target Center,/boxscores/202111290MIN.html
2021-11-29 08:30:00,Cleveland Cavaliers,114,Dallas Mavericks,96,0,19229,American Airlines Center,/boxscores/202111290DAL.html
2021-11-29 08:30:00,Washington Wizards,99,San Antonio Spurs,116,0,12606,AT&T Center,/boxscores/202111290SAS.html
2021-11-29 09:00:00,Portland Trail Blazers,107,Utah Jazz,129,0,18306,Vivint Smart Home Arena,/boxscores/202111290UTA.html
2021-11-29 10:30:00,New Orleans Pelicans,123,Los Angeles Clippers,104,0,15691,Crypto.com Arena,/boxscores/202111290LAC.html
2021-11-30 07:30:00,New York Knicks,110,Brooklyn Nets,112,0,18081,Barclays Center,/boxscores/202111300BRK.html
2021-11-30 07:30:00,Memphis Grizzlies,98,Toronto Raptors,91,0,19800,Scotiabank Arena,/boxscores/202111300TOR.html
2021-11-30 10:00:00,Golden State Warriors,96,Phoenix Suns,104,0,17071,Phoenix Suns Arena,/boxscores/202111300PHO.html
2021-11-30 10:00:00,Detroit Pistons,92,Portland Trail Blazers,110,0,16071,Moda Center,/boxscores/202111300POR.html
2021-11-30 10:00:00,Los Angeles Lakers,117,Sacramento Kings,92,0,12459,Golden 1 Center,/boxscores/202111300SAC.html
2021-12-01 07:00:00,Atlanta Hawks,114,Indiana Pacers,111,0,12656,Gainbridge Fieldhouse,/boxscores/202112010IND.html
2021-12-01 07:00:00,Denver Nuggets,103,Orlando Magic,108,0,14191,Amway Center,/boxscores/202112010ORL.html
2021-12-01 07:00:00,Minnesota Timberwolves,107,Washington Wizards,115,0,15318,Capital One Arena,/boxscores/202112010WAS.html
2021-12-01 07:30:00,Philadelphia 76ers,87,Boston Celtics,88,0,19156,TD Garden,/boxscores/202112010BOS.html
2021-12-01 07:30:00,Cleveland Cavaliers,111,Miami Heat,85,0,19600,FTX Arena,/boxscores/202112010MIA.html
2021-12-01 08:00:00,Charlotte Hornets,125,Milwaukee Bucks,127,0,17341,Fiserv Forum,/boxscores/202112010MIL.html
2021-12-01 08:00:00,Dallas Mavericks,139,New Orleans Pelicans,107,0,15558,Smoothie King Center,/boxscores/202112010NOP.html
2021-12-01 08:00:00,Houston Rockets,114,Oklahoma City Thunder,110,0,13222,Paycom Center,/boxscores/202112010OKC.html
2021-12-01 10:30:00,Sacramento Kings,124,Los Angeles Clippers,115,0,17217,Crypto.com Arena,/boxscores/202112010LAC.html
2021-12-02 07:30:00,Chicago Bulls,119,New York Knicks,115,0,19812,Madison Square Garden (IV),/boxscores/202112020NYK.html
2021-12-02 07:30:00,Milwaukee Bucks,93,Toronto Raptors,97,0,19800,Scotiabank Arena,/boxscores/202112020TOR.html
2021-12-02 08:00:00,Oklahoma City Thunder,79,Memphis Grizzlies,152,0,13103,FedEx Forum,/boxscores/202112020MEM.html
2021-12-02 09:00:00,Detroit Pistons,103,Phoenix Suns,114,0,0,Phoenix Suns Arena,/boxscores/202112020PHO.html
2021-12-02 10:00:00,San Antonio Spurs,114,Portland Trail Blazers,83,0,16143,Moda Center,/boxscores/202112020POR.html
2021-12-03 07:00:00,Miami Heat,113,Indiana Pacers,104,0,13854,Gainbridge Fieldhouse,/boxscores/202112030IND.html
2021-12-03 07:00:00,Cleveland Cavaliers,116,Washington Wizards,101,0,17227,Capital One Arena,/boxscores/202112030WAS.html
2021-12-03 07:30:00,Philadelphia 76ers,98,Atlanta Hawks,96,0,17092,State Farm Arena,/boxscores/202112030ATL.html
2021-12-03 07:30:00,Minnesota Timberwolves,105,Brooklyn Nets,110,0,17732,Barclays Center,/boxscores/202112030BRK.html
2021-12-03 08:00:00,Orlando Magic,116,Houston Rockets,118,0,13697,Toyota Center,/boxscores/202112030HOU.html
2021-12-03 08:30:00,New Orleans Pelicans,107,Dallas Mavericks,91,0,19218,American Airlines Center,/boxscores/202112030DAL.html
2021-12-03 09:00:00,Boston Celtics,130,Utah Jazz,137,0,18306,Vivint Smart Home Arena,/boxscores/202112030UTA.html
2021-12-03 10:00:00,Phoenix Suns,96,Golden State Warriors,118,0,18064,Chase Center,/boxscores/202112030GSW.html
2021-12-03 10:00:00,Los Angeles Clippers,119,Los Angeles Lakers,115,0,18997,Crypto.com Arena,/boxscores/202112030LAL.html
2021-12-04 01:00:00,Denver Nuggets,113,New York Knicks,99,0,18272,Madison Square Garden (IV),/boxscores/202112040NYK.html
2021-12-04 08:00:00,Chicago Bulls,111,Brooklyn Nets,107,0,18116,Barclays Center,/boxscores/202112040BRK.html
2021-12-04 08:00:00,Miami Heat,102,Milwaukee Bucks,124,0,17341,Fiserv Forum,/boxscores/202112040MIL.html
2021-12-04 08:30:00,Memphis Grizzlies,97,Dallas Mavericks,90,0,19396,American Airlines Center,/boxscores/202112040DAL.html
2021-12-04 08:30:00,San Antonio Spurs,112,Golden State Warriors,107,0,18064,Chase Center,/boxscores/202112040GSW.html
2021-12-04 10:00:00,Boston Celtics,145,Portland Trail Blazers,117,0,18193,Moda Center,/boxscores/202112040POR.html
2021-12-04 10:00:00,Los Angeles Clippers,99,Sacramento Kings,104,0,15004,Golden 1 Center,/boxscores/202112040SAC.html
2021-12-05 03:30:00,Utah Jazz,109,Cleveland Cavaliers,108,0,18113,Rocket Mortgage Fieldhouse,/boxscores/202112050CLE.html
2021-12-05 06:00:00,Charlotte Hornets,130,Atlanta Hawks,127,0,16383,State Farm Arena,/boxscores/202112050ATL.html
2021-12-05 06:00:00,Washington Wizards,90,Toronto Raptors,102,0,19800,Scotiabank Arena,/boxscores/202112050TOR.html
2021-12-05 07:00:00,New Orleans Pelicans,108,Houston Rockets,118,0,14771,Toyota Center,/boxscores/202112050HOU.html
2021-12-06 07:00:00,Philadelphia 76ers,127,Charlotte Hornets,124,1,14462,Spectrum Center,/boxscores/202112060CHO.html
2021-12-06 07:00:00,Oklahoma City Thunder,114,Detroit Pistons,103,0,10522,Little Caesars Arena,/boxscores/202112060DET.html
2021-12-06 07:00:00,Washington Wizards,110,Indiana Pacers,116,0,12581,Gainbridge Fieldhouse,/boxscores/202112060IND.html
2021-12-06 07:30:00,Memphis Grizzlies,105,Miami Heat,90,0,19600,FTX Arena,/boxscores/202112060MIA.html
2021-12-06 08:00:00,Denver Nuggets,97,Chicago Bulls,109,0,21236,United Center,/boxscores/202112060CHI.html
2021-12-06 08:00:00,Cleveland Cavaliers,104,Milwaukee Bucks,112,0,17341,Fiserv Forum,/boxscores/202112060MIL.html
2021-12-06 08:00:00,Atlanta Hawks,121,Minnesota Timberwolves,110,0,15736,Target Center,/boxscores/202112060MIN.html
2021-12-06 09:00:00,San Antonio Spurs,104,Phoenix Suns,108,0,15292,Phoenix Suns Arena,/boxscores/202112060PHO.html
2021-12-06 10:00:00,Orlando Magic,95,Golden State Warriors,126,0,18064,Chase Center,/boxscores/202112060GSW.html
2021-12-06 10:00:00,Los Angeles Clippers,102,Portland Trail Blazers,90,0,15865,Moda Center,/boxscores/202112060POR.html
2021-12-07 07:30:00,Brooklyn Nets,102,Dallas Mavericks,99,0,19559,American Airlines Center,/boxscores/202112070DAL.html
2021-12-07 08:30:00,New York Knicks,121,San Antonio Spurs,109,0,14698,AT&T Center,/boxscores/202112070SAS.html
2021-12-07 10:00:00,Boston Celtics,102,Los Angeles Lakers,117,0,18997,Crypto.com Arena,/boxscores/202112070LAL.html
2021-12-08 07:00:00,Philadelphia 76ers,110,Charlotte Hornets,106,0,15709,Spectrum Center,/boxscores/202112080CHO.html
2021-12-08 07:00:00,Chicago Bulls,92,Cleveland Cavaliers,115,0,17707,Rocket Mortgage Fieldhouse,/boxscores/202112080CLE.html
2021-12-08 07:00:00,Washington Wizards,119,Detroit Pistons,116,1,10499,Little Caesars Arena,/boxscores/202112080DET.html
2021-12-08 07:00:00,New York Knicks,102,Indiana Pacers,122,0,13167,Gainbridge Fieldhouse,/boxscores/202112080IND.html
2021-12-08 07:30:00,Milwaukee Bucks,104,Miami Heat,113,0,19600,FTX Arena,/boxscores/202112080MIA.html
2021-12-08 07:30:00,Oklahoma City Thunder,110,Toronto Raptors,109,0,19800,Scotiabank Arena,/boxscores/202112080TOR.html
2021-12-08 08:00:00,Brooklyn Nets,104,Houston Rockets,114,0,15834,Toyota Center,/boxscores/202112080HOU.html
2021-12-08 08:00:00,Dallas Mavericks,104,Memphis Grizzlies,96,0,14025,FedEx Forum,/boxscores/202112080MEM.html
2021-12-08 08:00:00,Utah Jazz,136,Minnesota Timberwolves,104,0,15181,Target Center,/boxscores/202112080MIN.html
2021-12-08 08:00:00,Denver Nuggets,120,New Orleans Pelicans,114,1,15035,Smoothie King Center,/boxscores/202112080NOP.html
2021-12-08 10:00:00,Portland Trail Blazers,94,Golden State Warriors,104,0,18064,Chase Center,/boxscores/202112080GSW.html
2021-12-08 10:00:00,Orlando Magic,130,Sacramento Kings,142,0,14364,Golden 1 Center,/boxscores/202112080SAC.html
2021-12-08 10:30:00,Boston Celtics,111,Los Angeles Clippers,114,0,17064,Crypto.com Arena,/boxscores/202112080LAC.html
2021-12-09 07:00:00,Utah Jazz,118,Philadelphia 76ers,96,0,20272,Wells Fargo Center,/boxscores/202112090PHI.html
2021-12-09 08:00:00,Los Angeles Lakers,95,Memphis Grizzlies,108,0,16334,FedEx Forum,/boxscores/202112090MEM.html
2021-12-09 08:30:00,Denver Nuggets,111,San Antonio Spurs,123,0,12855,AT&T Center,/boxscores/202112090SAS.html
2021-12-10 07:00:00,Sacramento Kings,123,Charlotte Hornets,124,0,16335,Spectrum Center,/boxscores/202112100CHO.html
2021-12-10 07:00:00,Dallas Mavericks,93,Indiana Pacers,106,0,12618,Gainbridge Fieldhouse,/boxscores/202112100IND.html
2021-12-10 07:30:00,Brooklyn Nets,113,Atlanta Hawks,105,0,17074,State Farm Arena,/boxscores/202112100ATL.html
2021-12-10 07:30:00,New York Knicks,87,Toronto Raptors,90,0,19800,Scotiabank Arena,/boxscores/202112100TOR.html
2021-12-10 08:00:00,Milwaukee Bucks,123,Houston Rockets,114,0,16319,Toyota Center,/boxscores/202112100HOU.html
2021-12-10 08:00:00,Cleveland Cavaliers,123,Minnesota Timberwolves,106,0,15694,Target Center,/boxscores/202112100MIN.html
2021-12-10 08:00:00,Detroit Pistons,93,New Orleans Pelicans,109,0,15828,Smoothie King Center,/boxscores/202112100NOP.html
2021-12-10 08:00:00,Los Angeles Lakers,116,Oklahoma City Thunder,95,0,16523,Paycom Center,/boxscores/202112100OKC.html
2021-12-10 10:00:00,Boston Celtics,90,Phoenix Suns,111,0,17071,Phoenix Suns Arena,/boxscores/202112100PHO.html
2021-12-11 03:30:00,Orlando Magic,104,Los Angeles Clippers,106,0,17156,Crypto.com Arena,/boxscores/202112110LAC.html
2021-12-11 07:00:00,Utah Jazz,123,Washington Wizards,98,0,17575,Capital One Arena,/boxscores/202112110WAS.html
2021-12-11 08:00:00,Sacramento Kings,103,Cleveland Cavaliers,117,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202112110CLE.html
2021-12-11 08:00:00,Houston Rockets,106,Memphis Grizzlies,113,0,17794,FedEx Forum,/boxscores/202112110MEM.html
2021-12-11 08:00:00,Chicago Bulls,92,Miami Heat,118,0,19731,FTX Arena,/boxscores/202112110MIA.html
2021-12-11 08:30:00,Golden State Warriors,93,Philadelphia 76ers,102,0,21016,Wells Fargo Center,/boxscores/202112110PHI.html
2021-12-11 08:30:00,Denver Nuggets,127,San Antonio Spurs,112,0,14607,AT&T Center,/boxscores/202112110SAS.html
2021-12-12 12:00:00,Milwaukee Bucks,112,New York Knicks,97,0,19812,Madison Square Garden (IV),/boxscores/202112120NYK.html
2021-12-12 06:00:00,Brooklyn Nets,116,Detroit Pistons,104,0,15289,Little Caesars Arena,/boxscores/202112120DET.html
2021-12-12 07:00:00,Dallas Mavericks,103,Oklahoma City Thunder,84,0,15747,Paycom Center,/boxscores/202112120OKC.html
2021-12-12 07:00:00,New Orleans Pelicans,97,San Antonio Spurs,112,0,14990,AT&T Center,/boxscores/202112120SAS.html
2021-12-12 09:00:00,Minnesota Timberwolves,116,Portland Trail Blazers,111,0,16591,Moda Center,/boxscores/202112120POR.html
2021-12-12 09:30:00,Orlando Magic,94,Los Angeles Lakers,106,0,18997,Crypto.com Arena,/boxscores/202112120LAL.html
2021-12-13 07:00:00,Miami Heat,94,Cleveland Cavaliers,105,0,17401,Rocket Mortgage Fieldhouse,/boxscores/202112130CLE.html
2021-12-13 07:00:00,Golden State Warriors,102,Indiana Pacers,100,0,17018,Gainbridge Fieldhouse,/boxscores/202112130IND.html
2021-12-13 07:00:00,Sacramento Kings,101,Toronto Raptors,124,0,19463,Scotiabank Arena,/boxscores/202112130TOR.html
2021-12-13 07:30:00,Houston Rockets,132,Atlanta Hawks,126,0,14456,State Farm Arena,/boxscores/202112130ATL.html
2021-12-13 07:30:00,Milwaukee Bucks,103,Boston Celtics,117,0,19156,TD Garden,/boxscores/202112130BOS.html
2021-12-13 08:00:00,Philadelphia 76ers,91,Memphis Grizzlies,126,0,13420,FedEx Forum,/boxscores/202112130MEM.html
2021-12-13 08:30:00,Charlotte Hornets,96,Dallas Mavericks,120,0,19213,American Airlines Center,/boxscores/202112130DAL.html
2021-12-13 09:00:00,Washington Wizards,107,Denver Nuggets,113,0,14632,Ball Arena,/boxscores/202112130DEN.html
2021-12-13 10:30:00,Phoenix Suns,95,Los Angeles Clippers,111,0,17909,Crypto.com Arena,/boxscores/202112130LAC.html
2021-12-14 07:30:00,Toronto Raptors,129,Brooklyn Nets,131,1,17325,Barclays Center,/boxscores/202112140BRK.html
2021-12-14 07:30:00,Golden State Warriors,105,New York Knicks,96,0,19812,Madison Square Garden (IV),/boxscores/202112140NYK.html
2021-12-14 10:00:00,Phoenix Suns,111,Portland Trail Blazers,107,1,16184,Moda Center,/boxscores/202112140POR.html
2021-12-15 07:00:00,Houston Rockets,89,Cleveland Cavaliers,124,0,17131,Rocket Mortgage Fieldhouse,/boxscores/202112150CLE.html
2021-12-15 07:00:00,Atlanta Hawks,111,Orlando Magic,99,0,13576,Amway Center,/boxscores/202112150ORL.html
2021-12-15 07:00:00,Miami Heat,101,Philadelphia 76ers,96,0,20389,Wells Fargo Center,/boxscores/202112150PHI.html
2021-12-15 07:30:00,Los Angeles Lakers,107,Dallas Mavericks,104,1,20270,American Airlines Center,/boxscores/202112150DAL.html
2021-12-15 08:00:00,Indiana Pacers,99,Milwaukee Bucks,114,0,17341,Fiserv Forum,/boxscores/202112150MIL.html
2021-12-15 08:00:00,New Orleans Pelicans,113,Oklahoma City Thunder,110,0,13253,Paycom Center,/boxscores/202112150OKC.html
2021-12-15 08:30:00,Charlotte Hornets,131,San Antonio Spurs,115,0,14354,AT&T Center,/boxscores/202112150SAS.html
2021-12-15 09:00:00,Minnesota Timberwolves,124,Denver Nuggets,107,0,15365,Ball Arena,/boxscores/202112150DEN.html
2021-12-15 10:00:00,Memphis Grizzlies,113,Portland Trail Blazers,103,0,15773,Moda Center,/boxscores/202112150POR.html
2021-12-15 10:00:00,Washington Wizards,105,Sacramento Kings,119,0,13806,Golden 1 Center,/boxscores/202112150SAC.html
2021-12-15 10:00:00,Los Angeles Clippers,103,Utah Jazz,124,0,18306,Vivint Smart Home Arena,/boxscores/202112150UTA.html
2021-12-16 07:00:00,Detroit Pistons,113,Indiana Pacers,122,0,13596,Gainbridge Fieldhouse,/boxscores/202112160IND.html
2021-12-16 07:30:00,Philadelphia 76ers,105,Brooklyn Nets,114,0,17053,Barclays Center,/boxscores/202112160BRK.html
2021-12-16 08:00:00,New York Knicks,116,Houston Rockets,103,0,13857,Toyota Center,/boxscores/202112160HOU.html
