date,away_team,away_pts,home_team,home_pts,ot,attendees,arena,link
2022-03-20 06:00:00,New Orleans Pelicans,117,Atlanta Hawks,112,0,17123,State Farm Arena,/boxscores/202203200ATL.html
2022-03-20 06:00:00,Oklahoma City Thunder,85,Orlando Magic,90,0,15012,Amway Center,/boxscores/202203200ORL.html
2022-03-20 06:00:00,Phoenix Suns,127,Sacramento Kings,124,1,17583,Golden 1 Center,/boxscores/202203200SAC.html
2022-03-20 07:30:00,Utah Jazz,108,New York Knicks,93,0,19812,Madison Square Garden (IV),/boxscores/202203200NYK.html
2022-03-20 08:00:00,Boston Celtics,124,Denver Nuggets,104,0,19602,Ball Arena,/boxscores/202203200DEN.html
2022-03-20 08:30:00,San Antonio Spurs,110,Golden State Warriors,108,0,18064,Chase Center,/boxscores/202203200GSW.html
2022-03-20 08:30:00,Toronto Raptors,93,Philadelphia 76ers,88,0,21180,Wells Fargo Center,/boxscores/202203200PHI.html
2022-03-21 07:00:00,New Orleans Pelicans,103,Charlotte Hornets,106,0,13351,Spectrum Center,/boxscores/202203210CHO.html
2022-03-21 07:00:00,Los Angeles Lakers,131,Cleveland Cavaliers,120,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202203210CLE.html
2022-03-21 07:00:00,Portland Trail Blazers,119,Detroit Pistons,115,0,14923,Little Caesars Arena,/boxscores/202203210DET.html
2022-03-21 07:30:00,Utah Jazz,106,Brooklyn Nets,114,0,17887,Barclays Center,/boxscores/202203210BRK.html
2022-03-21 07:30:00,Miami Heat,106,Philadelphia 76ers,113,0,21386,Wells Fargo Center,/boxscores/202203210PHI.html
2022-03-21 08:00:00,Toronto Raptors,99,Chicago Bulls,113,0,21778,United Center,/boxscores/202203210CHI.html
2022-03-21 08:00:00,Washington Wizards,97,Houston Rockets,115,0,13936,Toyota Center,/boxscores/202203210HOU.html
2022-03-21 08:00:00,Boston Celtics,132,Oklahoma City Thunder,123,0,15345,Paycom Center,/boxscores/202203210OKC.html
2022-03-21 08:30:00,Minnesota Timberwolves,108,Dallas Mavericks,110,0,20077,American Airlines Center,/boxscores/202203210DAL.html
2022-03-22 07:00:00,Golden State Warriors,90,Orlando Magic,94,0,17164,Amway Center,/boxscores/202203220ORL.html
2022-03-22 07:30:00,Atlanta Hawks,117,New York Knicks,111,0,19812,Madison Square Garden (IV),/boxscores/202203220NYK.html
2022-03-22 08:00:00,Chicago Bulls,98,Milwaukee Bucks,126,0,17983,Fiserv Forum,/boxscores/202203220MIL.html
2022-03-22 10:00:00,Los Angeles Clippers,115,Denver Nuggets,127,0,16089,Ball Arena,/boxscores/202203220DEN.html
2022-03-23 07:00:00,New York Knicks,121,Charlotte Hornets,106,0,16290,Spectrum Center,/boxscores/202203230CHO.html
2022-03-23 07:00:00,Atlanta Hawks,101,Detroit Pistons,122,0,16212,Little Caesars Arena,/boxscores/202203230DET.html
2022-03-23 07:00:00,Sacramento Kings,110,Indiana Pacers,109,0,14227,Gainbridge Fieldhouse,/boxscores/202203230IND.html
2022-03-23 07:30:00,Utah Jazz,97,Boston Celtics,125,0,0,TD Garden,/boxscores/202203230BOS.html
2022-03-23 07:30:00,Brooklyn Nets,120,Memphis Grizzlies,132,0,17794,FedEx Forum,/boxscores/202203230MEM.html
2022-03-23 07:30:00,Golden State Warriors,118,Miami Heat,104,0,19600,FTX Arena,/boxscores/202203230MIA.html
2022-03-23 08:00:00,Phoenix Suns,125,Minnesota Timberwolves,116,0,17136,Target Center,/boxscores/202203230MIN.html
2022-03-23 08:00:00,Orlando Magic,102,Oklahoma City Thunder,118,0,14393,Paycom Center,/boxscores/202203230OKC.html
2022-03-23 08:30:00,Houston Rockets,91,Dallas Mavericks,110,0,20026,American Airlines Center,/boxscores/202203230DAL.html
2022-03-23 10:00:00,Philadelphia 76ers,126,Los Angeles Lakers,121,0,18997,Crypto.com Arena,/boxscores/202203230LAL.html
2022-03-23 10:00:00,San Antonio Spurs,133,Portland Trail Blazers,96,0,16610,Moda Center,/boxscores/202203230POR.html
2022-03-24 07:30:00,Cleveland Cavaliers,104,Toronto Raptors,117,0,19800,Scotiabank Arena,/boxscores/202203240TOR.html
2022-03-24 08:00:00,Indiana Pacers,103,Memphis Grizzlies,133,0,16205,FedEx Forum,/boxscores/202203240MEM.html
2022-03-24 08:00:00,Washington Wizards,102,Milwaukee Bucks,114,0,18018,Fiserv Forum,/boxscores/202203240MIL.html
2022-03-24 08:00:00,Chicago Bulls,109,New Orleans Pelicans,126,0,13973,Smoothie King Center,/boxscores/202203240NOP.html
2022-03-24 09:00:00,Phoenix Suns,140,Denver Nuggets,130,0,19520,Ball Arena,/boxscores/202203240DEN.html
2022-03-25 07:00:00,Utah Jazz,101,Charlotte Hornets,107,0,19162,Spectrum Center,/boxscores/202203250CHO.html
2022-03-25 07:00:00,Washington Wizards,100,Detroit Pistons,97,0,18943,Little Caesars Arena,/boxscores/202203250DET.html
2022-03-25 07:30:00,Golden State Warriors,110,Atlanta Hawks,121,0,17724,State Farm Arena,/boxscores/202203250ATL.html
2022-03-25 08:00:00,New York Knicks,111,Miami Heat,103,0,19600,FTX Arena,/boxscores/202203250MIA.html
2022-03-25 08:00:00,Dallas Mavericks,95,Minnesota Timberwolves,116,0,17136,Target Center,/boxscores/202203250MIN.html
2022-03-25 10:00:00,Houston Rockets,125,Portland Trail Blazers,106,0,16947,Moda Center,/boxscores/202203250POR.html
2022-03-25 10:30:00,Philadelphia 76ers,122,Los Angeles Clippers,97,0,19068,Crypto.com Arena,/boxscores/202203250LAC.html
2022-03-26 05:00:00,San Antonio Spurs,107,New Orleans Pelicans,103,0,13097,Smoothie King Center,/boxscores/202203260NOP.html
2022-03-26 07:00:00,Sacramento Kings,114,Orlando Magic,110,1,16366,Amway Center,/boxscores/202203260ORL.html
2022-03-26 07:30:00,Indiana Pacers,91,Toronto Raptors,131,0,19800,Scotiabank Arena,/boxscores/202203260TOR.html
2022-03-26 08:00:00,Chicago Bulls,98,Cleveland Cavaliers,94,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202203260CLE.html
2022-03-26 08:00:00,Milwaukee Bucks,102,Memphis Grizzlies,127,0,17794,FedEx Forum,/boxscores/202203260MEM.html
2022-03-26 08:00:00,Brooklyn Nets,110,Miami Heat,95,0,19600,FTX Arena,/boxscores/202203260MIA.html
2022-03-26 09:00:00,Oklahoma City Thunder,107,Denver Nuggets,113,0,19520,Ball Arena,/boxscores/202203260DEN.html
2022-03-26 10:00:00,Houston Rockets,115,Portland Trail Blazers,98,0,17821,Moda Center,/boxscores/202203260POR.html
2022-03-27 03:30:00,New York Knicks,104,Detroit Pistons,102,0,19304,Little Caesars Arena,/boxscores/202203270DET.html
2022-03-27 06:00:00,Minnesota Timberwolves,112,Boston Celtics,134,0,19156,TD Garden,/boxscores/202203270BOS.html
2022-03-27 06:00:00,Philadelphia 76ers,104,Phoenix Suns,114,0,17071,Phoenix Suns Arena,/boxscores/202203270PHO.html
2022-03-27 06:00:00,Golden State Warriors,115,Washington Wizards,123,0,24760,Capital One Arena,/boxscores/202203270WAS.html
2022-03-27 07:00:00,Los Angeles Lakers,108,New Orleans Pelicans,116,0,18516,Smoothie King Center,/boxscores/202203270NOP.html
2022-03-27 07:30:00,Charlotte Hornets,119,Brooklyn Nets,110,0,18166,Barclays Center,/boxscores/202203270BRK.html
2022-03-27 07:30:00,Utah Jazz,100,Dallas Mavericks,114,0,20177,American Airlines Center,/boxscores/202203270DAL.html
2022-03-28 07:00:00,Denver Nuggets,113,Charlotte Hornets,109,0,17614,Spectrum Center,/boxscores/202203280CHO.html
2022-03-28 07:00:00,Orlando Magic,101,Cleveland Cavaliers,107,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202203280CLE.html
2022-03-28 07:00:00,Atlanta Hawks,132,Indiana Pacers,123,0,14212,Gainbridge Fieldhouse,/boxscores/202203280IND.html
2022-03-28 07:30:00,Sacramento Kings,100,Miami Heat,123,0,19600,FTX Arena,/boxscores/202203280MIA.html
2022-03-28 07:30:00,Chicago Bulls,104,New York Knicks,109,0,19812,Madison Square Garden (IV),/boxscores/202203280NYK.html
2022-03-28 07:30:00,Boston Celtics,112,Toronto Raptors,115,1,19800,Scotiabank Arena,/boxscores/202203280TOR.html
2022-03-28 08:00:00,San Antonio Spurs,123,Houston Rockets,120,0,18055,Toyota Center,/boxscores/202203280HOU.html
2022-03-28 08:00:00,Golden State Warriors,95,Memphis Grizzlies,123,0,17011,FedEx Forum,/boxscores/202203280MEM.html
2022-03-28 10:00:00,Oklahoma City Thunder,134,Portland Trail Blazers,131,1,18188,Moda Center,/boxscores/202203280POR.html
2022-03-29 07:00:00,Milwaukee Bucks,118,Philadelphia 76ers,116,0,21467,Wells Fargo Center,/boxscores/202203290PHI.html
2022-03-29 07:00:00,Chicago Bulls,107,Washington Wizards,94,0,15922,Capital One Arena,/boxscores/202203290WAS.html
2022-03-29 07:30:00,Detroit Pistons,123,Brooklyn Nets,130,0,17559,Barclays Center,/boxscores/202203290BRK.html
2022-03-29 07:30:00,Los Angeles Lakers,110,Dallas Mavericks,128,0,20382,American Airlines Center,/boxscores/202203290DAL.html
2022-03-29 10:00:00,Utah Jazz,115,Los Angeles Clippers,121,0,19068,Crypto.com Arena,/boxscores/202203290LAC.html
2022-03-30 07:00:00,Dallas Mavericks,120,Cleveland Cavaliers,112,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202203300CLE.html
2022-03-30 07:00:00,Denver Nuggets,125,Indiana Pacers,118,0,15036,Gainbridge Fieldhouse,/boxscores/202203300IND.html
2022-03-30 07:00:00,Orlando Magic,110,Washington Wizards,127,0,16455,Capital One Arena,/boxscores/202203300WAS.html
2022-03-30 07:30:00,Miami Heat,106,Boston Celtics,98,0,0,TD Garden,/boxscores/202203300BOS.html
2022-03-30 07:30:00,Charlotte Hornets,125,New York Knicks,114,0,19812,Madison Square Garden (IV),/boxscores/202203300NYK.html
2022-03-30 07:30:00,Minnesota Timberwolves,102,Toronto Raptors,125,0,19800,Scotiabank Arena,/boxscores/202203300TOR.html
2022-03-30 08:00:00,Sacramento Kings,121,Houston Rockets,118,0,13365,Toyota Center,/boxscores/202203300HOU.html
2022-03-30 08:00:00,Atlanta Hawks,136,Oklahoma City Thunder,118,0,15595,Paycom Center,/boxscores/202203300OKC.html
2022-03-30 08:30:00,Memphis Grizzlies,112,San Antonio Spurs,111,0,15821,AT&T Center,/boxscores/202203300SAS.html
2022-03-30 10:00:00,Phoenix Suns,107,Golden State Warriors,103,0,18064,Chase Center,/boxscores/202203300GSW.html
2022-03-30 10:00:00,New Orleans Pelicans,117,Portland Trail Blazers,107,0,18551,Moda Center,/boxscores/202203300POR.html
2022-03-31 07:00:00,Philadelphia 76ers,94,Detroit Pistons,102,0,20023,Little Caesars Arena,/boxscores/202203310DET.html
2022-03-31 07:30:00,Cleveland Cavaliers,107,Atlanta Hawks,131,0,17491,State Farm Arena,/boxscores/202203310ATL.html
2022-03-31 07:30:00,Milwaukee Bucks,120,Brooklyn Nets,119,1,17917,Barclays Center,/boxscores/202203310BRK.html
2022-03-31 08:00:00,Los Angeles Clippers,130,Chicago Bulls,135,1,21519,United Center,/boxscores/202203310CHI.html
2022-03-31 10:00:00,Los Angeles Lakers,109,Utah Jazz,122,0,18306,Vivint Smart Home Arena,/boxscores/202203310UTA.html
2022-04-01 07:00:00,Toronto Raptors,102,Orlando Magic,89,0,17566,Amway Center,/boxscores/202204010ORL.html
2022-04-01 07:00:00,Dallas Mavericks,103,Washington Wizards,135,0,17745,Capital One Arena,/boxscores/202204010WAS.html
2022-04-01 07:30:00,Indiana Pacers,123,Boston Celtics,128,0,19156,TD Garden,/boxscores/202204010BOS.html
2022-04-01 08:00:00,Sacramento Kings,122,Houston Rockets,117,0,14857,Toyota Center,/boxscores/202204010HOU.html
2022-04-01 08:00:00,Phoenix Suns,114,Memphis Grizzlies,122,0,17794,FedEx Forum,/boxscores/202204010MEM.html
2022-04-01 08:00:00,Los Angeles Clippers,153,Milwaukee Bucks,119,0,18023,Fiserv Forum,/boxscores/202204010MIL.html
2022-04-01 08:00:00,Detroit Pistons,110,Oklahoma City Thunder,101,0,16961,Paycom Center,/boxscores/202204010OKC.html
2022-04-01 08:30:00,Portland Trail Blazers,111,San Antonio Spurs,130,0,17512,AT&T Center,/boxscores/202204010SAS.html
2022-04-01 09:00:00,Minnesota Timberwolves,136,Denver Nuggets,130,0,19612,Ball Arena,/boxscores/202204010DEN.html
2022-04-01 10:30:00,New Orleans Pelicans,114,Los Angeles Lakers,111,0,18997,Crypto.com Arena,/boxscores/202204010LAL.html
2022-04-02 12:30:00,Charlotte Hornets,114,Philadelphia 76ers,144,0,21509,Wells Fargo Center,/boxscores/202204020PHI.html
2022-04-02 01:00:00,Cleveland Cavaliers,119,New York Knicks,101,0,19812,Madison Square Garden (IV),/boxscores/202204020NYK.html
2022-04-02 07:30:00,Brooklyn Nets,115,Atlanta Hawks,122,0,18126,State Farm Arena,/boxscores/202204020ATL.html
2022-04-02 08:00:00,Miami Heat,127,Chicago Bulls,109,0,21697,United Center,/boxscores/202204020CHI.html
2022-04-02 08:30:00,Utah Jazz,107,Golden State Warriors,111,0,18064,Chase Center,/boxscores/202204020GSW.html
2022-04-03 01:00:00,Washington Wizards,102,Boston Celtics,144,0,19156,TD Garden,/boxscores/202204030BOS.html
2022-04-03 01:00:00,Dallas Mavericks,118,Milwaukee Bucks,112,0,17902,Fiserv Forum,/boxscores/202204030MIL.html
2022-04-03 03:30:00,Denver Nuggets,129,Los Angeles Lakers,118,0,18997,Crypto.com Arena,/boxscores/202204030LAL.html
2022-04-03 05:00:00,Detroit Pistons,121,Indiana Pacers,117,0,17407,Gainbridge Fieldhouse,/boxscores/202204030IND.html
2022-04-03 06:00:00,Philadelphia 76ers,112,Cleveland Cavaliers,108,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202204030CLE.html
2022-04-03 06:00:00,New York Knicks,118,Orlando Magic,88,0,15747,Amway Center,/boxscores/202204030ORL.html
2022-04-03 07:00:00,Minnesota Timberwolves,139,Houston Rockets,132,0,16539,Toyota Center,/boxscores/202204030HOU.html
2022-04-03 07:00:00,Phoenix Suns,96,Oklahoma City Thunder,117,0,17078,Paycom Center,/boxscores/202204030OKC.html
2022-04-03 07:00:00,Portland Trail Blazers,92,San Antonio Spurs,113,0,15816,AT&T Center,/boxscores/202204030SAS.html
2022-04-03 07:00:00,Miami Heat,114,Toronto Raptors,109,0,19800,Scotiabank Arena,/boxscores/202204030TOR.html
2022-04-03 09:00:00,Golden State Warriors,109,Sacramento Kings,90,0,17583,Golden 1 Center,/boxscores/202204030SAC.html
2022-04-03 09:30:00,New Orleans Pelicans,100,Los Angeles Clippers,119,0,16840,Crypto.com Arena,/boxscores/202204030LAC.html
2022-04-05 07:00:00,Philadelphia 76ers,131,Indiana Pacers,122,0,15583,Gainbridge Fieldhouse,/boxscores/202204050IND.html
2022-04-05 07:00:00,Cleveland Cavaliers,115,Orlando Magic,120,0,16897,Amway Center,/boxscores/202204050ORL.html
2022-04-05 07:30:00,Houston Rockets,105,Brooklyn Nets,118,0,17768,Barclays Center,/boxscores/202204050BRK.html
2022-04-05 07:30:00,Charlotte Hornets,115,Miami Heat,144,0,19600,FTX Arena,/boxscores/202204050MIA.html
2022-04-05 07:30:00,Atlanta Hawks,108,Toronto Raptors,118,0,19800,Scotiabank Arena,/boxscores/202204050TOR.html
2022-04-05 08:00:00,Milwaukee Bucks,127,Chicago Bulls,106,0,20799,United Center,/boxscores/202204050CHI.html
2022-04-05 08:00:00,Washington Wizards,132,Minnesota Timberwolves,114,0,17136,Target Center,/boxscores/202204050MIN.html
2022-04-05 08:00:00,Portland Trail Blazers,94,Oklahoma City Thunder,98,0,14674,Paycom Center,/boxscores/202204050OKC.html
2022-04-05 09:00:00,San Antonio Spurs,116,Denver Nuggets,97,0,17037,Ball Arena,/boxscores/202204050DEN.html
2022-04-05 09:00:00,Memphis Grizzlies,115,Utah Jazz,121,1,18306,Vivint Smart Home Arena,/boxscores/202204050UTA.html
2022-04-05 10:00:00,New Orleans Pelicans,123,Sacramento Kings,109,0,16047,Golden 1 Center,/boxscores/202204050SAC.html
2022-04-05 10:30:00,Los Angeles Lakers,110,Phoenix Suns,121,0,17071,Phoenix Suns Arena,/boxscores/202204050PHO.html
2022-04-06 07:00:00,Dallas Mavericks,131,Detroit Pistons,113,0,18422,Little Caesars Arena,/boxscores/202204060DET.html
2022-04-06 07:30:00,Brooklyn Nets,110,New York Knicks,98,0,19812,Madison Square Garden (IV),/boxscores/202204060NYK.html
2022-04-06 08:00:00,Washington Wizards,103,Atlanta Hawks,118,0,17381,State Farm Arena,/boxscores/202204060ATL.html
2022-04-06 08:00:00,Boston Celtics,117,Chicago Bulls,94,0,21095,United Center,/boxscores/202204060CHI.html
2022-04-06 09:00:00,Oklahoma City Thunder,101,Utah Jazz,137,0,18306,Vivint Smart Home Arena,/boxscores/202204060UTA.html
2022-04-06 10:00:00,Phoenix Suns,109,Los Angeles Clippers,113,0,19068,Crypto.com Arena,/boxscores/202204060LAC.html
2022-04-07 07:00:00,Orlando Magic,101,Charlotte Hornets,128,0,16427,Spectrum Center,/boxscores/202204070CHO.html
2022-04-07 07:30:00,Boston Celtics,121,Milwaukee Bucks,127,0,18046,Fiserv Forum,/boxscores/202204070MIL.html
2022-04-07 07:30:00,Philadelphia 76ers,114,Toronto Raptors,119,0,19800,Scotiabank Arena,/boxscores/202204070TOR.html
2022-04-07 08:00:00,San Antonio Spurs,121,Minnesota Timberwolves,127,0,17136,Target Center,/boxscores/202204070MIN.html
2022-04-07 08:00:00,Portland Trail Blazers,94,New Orleans Pelicans,127,0,12432,Smoothie King Center,/boxscores/202204070NOP.html
2022-04-07 09:00:00,Memphis Grizzlies,109,Denver Nuggets,122,0,19520,Ball Arena,/boxscores/202204070DEN.html
2022-04-07 10:00:00,Los Angeles Lakers,112,Golden State Warriors,128,0,18064,Chase Center,/boxscores/202204070GSW.html
2022-04-08 07:00:00,Milwaukee Bucks,131,Detroit Pistons,101,0,22088,Little Caesars Arena,/boxscores/202204080DET.html
2022-04-08 07:00:00,New York Knicks,114,Washington Wizards,92,0,19472,Capital One Arena,/boxscores/202204080WAS.html
2022-04-08 07:30:00,Cleveland Cavaliers,107,Brooklyn Nets,118,0,18169,Barclays Center,/boxscores/202204080BRK.html
2022-04-08 07:30:00,Houston Rockets,115,Toronto Raptors,117,0,19800,Scotiabank Arena,/boxscores/202204080TOR.html
2022-04-08 08:00:00,Charlotte Hornets,133,Chicago Bulls,117,0,21461,United Center,/boxscores/202204080CHI.html
2022-04-08 08:00:00,Atlanta Hawks,109,Miami Heat,113,0,19993,FTX Arena,/boxscores/202204080MIA.html
2022-04-08 08:30:00,Portland Trail Blazers,78,Dallas Mavericks,128,0,20174,American Airlines Center,/boxscores/202204080DAL.html
2022-04-08 09:30:00,Phoenix Suns,111,Utah Jazz,105,0,18306,Vivint Smart Home Arena,/boxscores/202204080UTA.html
2022-04-08 10:30:00,Oklahoma City Thunder,101,Los Angeles Lakers,120,0,18997,Crypto.com Arena,/boxscores/202204080LAL.html
2022-04-09 01:00:00,Indiana Pacers,120,Philadelphia 76ers,133,0,21171,Wells Fargo Center,/boxscores/202204090PHI.html
2022-04-09 06:00:00,New Orleans Pelicans,114,Memphis Grizzlies,141,0,17207,FedEx Forum,/boxscores/202204090MEM.html
2022-04-09 08:30:00,Golden State Warriors,100,San Antonio Spurs,94,0,18627,AT&T Center,/boxscores/202204090SAS.html
2022-04-09 09:30:00,Sacramento Kings,98,Los Angeles Clippers,117,0,17568,Crypto.com Arena,/boxscores/202204090LAC.html
2022-04-10 03:30:00,Indiana Pacers,126,Brooklyn Nets,134,0,17967,Barclays Center,/boxscores/202204100BRK.html
2022-04-10 03:30:00,Washington Wizards,108,Charlotte Hornets,124,0,18465,Spectrum Center,/boxscores/202204100CHO.html
2022-04-10 03:30:00,Milwaukee Bucks,115,Cleveland Cavaliers,133,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202204100CLE.html
2022-04-10 03:30:00,Atlanta Hawks,130,Houston Rockets,114,0,18055,Toyota Center,/boxscores/202204100HOU.html
2022-04-10 07:00:00,Boston Celtics,139,Memphis Grizzlies,110,0,17441,FedEx Forum,/boxscores/202204100MEM.html
2022-04-10 07:00:00,Toronto Raptors,94,New York Knicks,105,0,19812,Madison Square Garden (IV),/boxscores/202204100NYK.html
2022-04-10 07:00:00,Miami Heat,111,Orlando Magic,125,0,19253,Amway Center,/boxscores/202204100ORL.html
2022-04-10 07:00:00,Detroit Pistons,106,Philadelphia 76ers,118,0,21459,Wells Fargo Center,/boxscores/202204100PHI.html
2022-04-10 08:30:00,Chicago Bulls,124,Minnesota Timberwolves,120,0,17136,Target Center,/boxscores/202204100MIN.html
2022-04-10 09:30:00,San Antonio Spurs,120,Dallas Mavericks,130,0,20270,American Airlines Center,/boxscores/202204100DAL.html
2022-04-10 09:30:00,Los Angeles Lakers,146,Denver Nuggets,141,1,19520,Ball Arena,/boxscores/202204100DEN.html
2022-04-10 09:30:00,Oklahoma City Thunder,88,Los Angeles Clippers,138,0,18210,Crypto.com Arena,/boxscores/202204100LAC.html
2022-04-10 09:30:00,Golden State Warriors,128,New Orleans Pelicans,107,0,16595,Smoothie King Center,/boxscores/202204100NOP.html
2022-04-10 09:30:00,Sacramento Kings,116,Phoenix Suns,109,0,17071,Phoenix Suns Arena,/boxscores/202204100PHO.html
2022-04-10 09:30:00,Utah Jazz,111,Portland Trail Blazers,80,0,18123,Moda Center,/boxscores/202204100POR.html
2022-04-12 07:00:00,Cleveland Cavaliers,108,Brooklyn Nets,115,0,17732,Barclays Center,/boxscores/202204120BRK.html
2022-04-12 09:30:00,Los Angeles Clippers,104,Minnesota Timberwolves,109,0,17136,Target Center,/boxscores/202204120MIN.html
2022-04-13 07:00:00,Charlotte Hornets,103,Atlanta Hawks,132,0,18137,State Farm Arena,/boxscores/202204130ATL.html
2022-04-13 09:30:00,San Antonio Spurs,103,New Orleans Pelicans,113,0,18610,Smoothie King Center,/boxscores/202204130NOP.html
2022-04-15 07:30:00,Atlanta Hawks,107,Cleveland Cavaliers,101,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202204150CLE.html
2022-04-15 10:00:00,New Orleans Pelicans,105,Los Angeles Clippers,101,0,19068,Crypto.com Arena,/boxscores/202204150LAC.html
2022-04-16 01:00:00,Utah Jazz,99,Dallas Mavericks,93,0,20013,American Airlines Center,/boxscores/202204160DAL.html
2022-04-16 03:30:00,Minnesota Timberwolves,130,Memphis Grizzlies,117,0,17794,FedEx Forum,/boxscores/202204160MEM.html
2022-04-16 06:00:00,Toronto Raptors,111,Philadelphia 76ers,131,0,20610,Wells Fargo Center,/boxscores/202204160PHI.html
2022-04-16 08:30:00,Denver Nuggets,107,Golden State Warriors,123,0,18064,Chase Center,/boxscores/202204160GSW.html
2022-04-17 01:00:00,Atlanta Hawks,91,Miami Heat,115,0,19514,FTX Arena,/boxscores/202204170MIA.html
2022-04-17 03:30:00,Brooklyn Nets,114,Boston Celtics,115,0,19156,TD Garden,/boxscores/202204170BOS.html
2022-04-17 06:30:00,Chicago Bulls,86,Milwaukee Bucks,93,0,17717,Fiserv Forum,/boxscores/202204170MIL.html
2022-04-17 09:00:00,New Orleans Pelicans,99,Phoenix Suns,110,0,17071,Phoenix Suns Arena,/boxscores/202204170PHO.html
2022-04-18 07:30:00,Toronto Raptors,97,Philadelphia 76ers,112,0,20974,Wells Fargo Center,/boxscores/202204180PHI.html
2022-04-18 08:30:00,Utah Jazz,104,Dallas Mavericks,110,0,20113,American Airlines Center,/boxscores/202204180DAL.html
2022-04-18 10:00:00,Denver Nuggets,106,Golden State Warriors,126,0,18064,Chase Center,/boxscores/202204180GSW.html
2022-04-19 07:30:00,Atlanta Hawks,105,Miami Heat,115,0,19950,FTX Arena,/boxscores/202204190MIA.html
2022-04-19 08:30:00,Minnesota Timberwolves,96,Memphis Grizzlies,124,0,17794,FedEx Forum,/boxscores/202204190MEM.html
2022-04-19 10:00:00,New Orleans Pelicans,125,Phoenix Suns,114,0,17071,Phoenix Suns Arena,/boxscores/202204190PHO.html
2022-04-20 07:00:00,Brooklyn Nets,107,Boston Celtics,114,0,19156,TD Garden,/boxscores/202204200BOS.html
2022-04-20 08:00:00,Philadelphia 76ers,104,Toronto Raptors,101,1,19800,Scotiabank Arena,/boxscores/202204200TOR.html
2022-04-20 09:30:00,Chicago Bulls,114,Milwaukee Bucks,110,0,17688,Fiserv Forum,/boxscores/202204200MIL.html
2022-04-21 07:30:00,Memphis Grizzlies,104,Minnesota Timberwolves,95,0,19634,Target Center,/boxscores/202204210MIN.html
2022-04-21 09:00:00,Dallas Mavericks,126,Utah Jazz,118,0,18306,Vivint Smart Home Arena,/boxscores/202204210UTA.html
2022-04-21 10:00:00,Golden State Warriors,118,Denver Nuggets,113,0,19627,Ball Arena,/boxscores/202204210DEN.html
2022-04-22 07:45:00,Miami Heat,110,Atlanta Hawks,111,0,18421,State Farm Arena,/boxscores/202204220ATL.html
2022-04-22 08:30:00,Milwaukee Bucks,111,Chicago Bulls,81,0,22667,United Center,/boxscores/202204220CHI.html
2022-04-22 10:00:00,Phoenix Suns,114,New Orleans Pelicans,111,0,18962,Smoothie King Center,/boxscores/202204220NOP.html
2022-04-23 02:00:00,Philadelphia 76ers,102,Toronto Raptors,110,0,19800,Scotiabank Arena,/boxscores/202204230TOR.html
2022-04-23 04:30:00,Dallas Mavericks,99,Utah Jazz,100,0,18306,Vivint Smart Home Arena,/boxscores/202204230UTA.html
2022-04-23 07:30:00,Boston Celtics,109,Brooklyn Nets,103,0,18175,Barclays Center,/boxscores/202204230BRK.html
2022-04-23 10:00:00,Memphis Grizzlies,118,Minnesota Timberwolves,119,0,19832,Target Center,/boxscores/202204230MIN.html
2022-04-24 01:00:00,Milwaukee Bucks,119,Chicago Bulls,95,0,22020,United Center,/boxscores/202204240CHI.html
2022-04-24 03:30:00,Golden State Warriors,121,Denver Nuggets,126,0,19628,Ball Arena,/boxscores/202204240DEN.html
2022-04-24 07:00:00,Miami Heat,110,Atlanta Hawks,86,0,18951,State Farm Arena,/boxscores/202204240ATL.html
2022-04-24 09:30:00,Phoenix Suns,103,New Orleans Pelicans,118,0,18962,Smoothie King Center,/boxscores/202204240NOP.html
2022-04-25 07:00:00,Boston Celtics,116,Brooklyn Nets,112,0,18099,Barclays Center,/boxscores/202204250BRK.html
2022-04-25 08:00:00,Toronto Raptors,103,Philadelphia 76ers,88,0,20517,Wells Fargo Center,/boxscores/202204250PHI.html
2022-04-25 09:30:00,Utah Jazz,77,Dallas Mavericks,102,0,20577,American Airlines Center,/boxscores/202204250DAL.html
2022-04-26 07:00:00,Atlanta Hawks,94,Miami Heat,97,0,19553,FTX Arena,/boxscores/202204260MIA.html
2022-04-26 07:30:00,Minnesota Timberwolves,109,Memphis Grizzlies,111,0,17794,FedEx Forum,/boxscores/202204260MEM.html
2022-04-26 10:00:00,New Orleans Pelicans,97,Phoenix Suns,112,0,17071,Phoenix Suns Arena,/boxscores/202204260PHO.html
2022-04-27 07:30:00,Chicago Bulls,100,Milwaukee Bucks,116,0,17506,Fiserv Forum,/boxscores/202204270MIL.html
2022-04-27 10:00:00,Denver Nuggets,98,Golden State Warriors,102,0,18064,Chase Center,/boxscores/202204270GSW.html
2022-04-28 07:00:00,Philadelphia 76ers,132,Toronto Raptors,97,0,19800,Scotiabank Arena,/boxscores/202204280TOR.html
2022-04-28 07:30:00,Phoenix Suns,115,New Orleans Pelicans,109,0,18710,Smoothie King Center,/boxscores/202204280NOP.html
